characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,window_1,window_2,jaccard_feature_order,jaccard_feature_set
"hml,smb,mom","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2011-07-01_to_2014-07-01,0.06896551724137931,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2012-01-01_to_2015-01-01,0.09090909090909091,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2012-07-01_to_2015-07-01,0.05,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2013-01-01_to_2016-01-01,0.1417910447761194,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2013-07-01_to_2016-07-01,0.14388489208633093,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2014-01-01_to_2017-01-01,0.13138686131386862,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2014-07-01_to_2017-07-01,0.11486486486486487,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2015-01-01_to_2018-01-01,0.11409395973154363,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2011-01-01_to_2014-01-01,0.11038961038961038,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2011-07-01_to_2014-07-01,0.08917197452229299,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2012-01-01_to_2015-01-01,0.01775147928994083,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2012-07-01_to_2015-07-01,0.03164556962025317,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2013-01-01_to_2016-01-01,0.10457516339869281,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2013-07-01_to_2016-07-01,0.0736196319018405,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2014-01-01_to_2017-01-01,0.13245033112582782,1.0
